event_id,session_id,event_name,event_time,revenue,reason
E0002741,S01203,view_product,2026-01-19T15:33:10Z,0,duplicate_event_id
E0021099,S09268,add_to_cart,2026-01-18T22:41:22Z,0,duplicate_event_id
E0003974,S01735,visit,2026-02-10T01:35:35Z,0,duplicate_event_id
E0007399,S03220,visit,2026-03-27T16:26:00Z,0,duplicate_event_id
E0003426,S01498,visit,2026-01-10T21:34:38Z,0,duplicate_event_id
E0022743,S09979,purchase,2026-02-27T13:47:30Z,113.18,duplicate_event_id
E0000549,S00237,visit,2026-03-08T16:38:18Z,0,duplicate_event_id
E0014934,S06543,view_product,2026-03-12T16:59:15Z,0,duplicate_event_id
E0018633,S08171,visit,2026-03-22T18:37:04Z,0,duplicate_event_id
E0024524,S10760,visit,2026-02-19T05:22:33Z,0,duplicate_event_id
E0023428,S10276,view_product,2026-02-15T21:02:05Z,0,duplicate_event_id
E0001508,S00657,visit,2026-02-06T00:30:00Z,0,duplicate_event_id
E0013838,S06065,add_to_cart,2026-02-04T04:16:58Z,0,duplicate_event_id
E0023976,S10520,visit,2026-01-29T04:40:44Z,0,duplicate_event_id
E0012605,S05513,visit,2026-03-31T17:41:12Z,0,duplicate_event_id
E0006166,S02684,purchase,2026-02-09T16:19:03Z,55.94,duplicate_event_id
E0015756,S06897,view_product,2026-03-02T08:54:46Z,0,duplicate_event_id
E0018222,S07987,view_product,2026-01-29T07:02:18Z,0,duplicate_event_id
E0020688,S09092,visit,2026-03-23T07:43:27Z,0,duplicate_event_id
E0010413,S04554,view_product,2026-01-29T05:11:19Z,0,duplicate_event_id
E0004111,S01793,view_product,2026-02-17T20:36:11Z,0,duplicate_event_id
E0007673,S03351,view_product,2026-02-21T16:53:50Z,0,duplicate_event_id
E0015619,S06841,visit,2026-02-27T07:40:22Z,0,duplicate_event_id
E0021784,S09568,view_product,2026-02-03T03:42:03Z,0,duplicate_event_id
E0010002,S04373,view_product,2026-01-18T03:58:33Z,0,duplicate_event_id
E0012742,S05577,visit,2026-03-14T13:40:31Z,0,duplicate_event_id
E0022332,S09802,checkout,2026-01-13T07:56:21Z,0,duplicate_event_id
E0004796,S02093,visit,2026-01-23T07:51:39Z,0,duplicate_event_id
E0025483,S11198,visit,2026-01-08T15:59:58Z,0,duplicate_event_id
E0010687,S04676,view_product,2026-01-29T06:43:27Z,0,duplicate_event_id
E0011372,S04974,checkout,2026-03-10T21:24:01Z,0,duplicate_event_id
E0005344,S02334,checkout,2026-01-10T20:46:40Z,0,duplicate_event_id
E0008084,S03530,visit,2026-01-14T00:50:02Z,0,duplicate_event_id
E0009180,S04013,visit,2026-01-17T23:09:07Z,0,duplicate_event_id
E0018085,S07931,visit,2026-01-21T18:58:02Z,0,duplicate_event_id
E0024798,S10883,checkout,2026-02-02T05:44:39Z,0,duplicate_event_id
E0010139,S04436,visit,2026-03-23T22:23:23Z,0,duplicate_event_id
E0019318,S08490,visit,2026-01-16T13:58:30Z,0,duplicate_event_id
E0026716,S11759,view_product,2026-01-27T03:52:59Z,0,duplicate_event_id
E0005618,S02454,view_product,2026-03-02T08:05:37Z,0,duplicate_event_id
E0026305,S11570,visit,2026-03-29T04:11:08Z,0,duplicate_event_id
E0025072,S11015,view_product,2026-01-04T17:38:33Z,0,duplicate_event_id
E0003700,S01619,visit,2026-03-31T11:25:51Z,0,duplicate_event_id
E0006029,S02627,view_product,2026-01-17T18:52:44Z,0,duplicate_event_id
E0005070,S02212,visit,2026-02-26T03:06:30Z,0,duplicate_event_id
E0013564,S05942,view_product,2026-01-31T11:11:53Z,0,duplicate_event_id
E0015893,S06963,view_product,2026-02-04T19:40:44Z,0,duplicate_event_id
E0018496,S08105,view_product,2026-03-05T13:02:57Z,0,duplicate_event_id
E0003837,S01678,view_product,2026-02-20T01:29:29Z,0,duplicate_event_id
