event_id,session_id,event_name,event_time,revenue
E0018039,S07910,visit,2026-02-16T12:03:44Z,0
E0021077,S09259,visit,2026-02-21T02:29:27Z,0
E0018987,S08343,view_product,2026-01-18T03:10:27Z,0
E0000284,S00122,add_to_cart,2026-01-19T08:56:08Z,0
E0002357,S01036,view_product,2026-02-07T13:26:07Z,0
E0020138,S08854,view_product,2026-01-12T16:19:14Z,0
E0000411,S00180,view_product,2026-01-07T22:59:59Z,0
E0000131,S00055,view_product,2026-01-23T22:25:59Z,0
E0004523,S01976,visit,2026-03-17T02:26:08Z,0
E0004072,S01776,visit,2026-03-06T00:13:47Z,0
E0023308,S10227,add_to_cart,2026-01-10T21:06:29Z,0
E0026609,S11708,visit,2026-02-12T07:58:04Z,0
E0015047,S06594,checkout,2026-02-10T11:24:06Z,0
E0006999,S03052,visit,2026-01-30T17:10:03Z,0
E0020206,S08888,visit,2026-01-13T16:52:40Z,0
E0005106,S02229,add_to_cart,2026-03-31T17:21:11Z,0
E0012400,S05418,view_product,2026-03-02T03:02:37Z,0
E0010938,S04780,view_product,2026-03-02T21:54:31Z,0
E0001132,S00501,add_to_cart,2026-03-17T04:33:46Z,0
E0003597,S01569,view_product,2026-01-13T14:00:18Z,0
E0017215,S07540,add_to_cart,2026-03-19T03:01:32Z,0
E0020363,S08955,visit,2026-01-05T08:04:25Z,0
E0010194,S04459,view_product,2026-02-23T11:23:26Z,0
E0024368,S10697,visit,2026-01-27T07:27:59Z,0
E0003654,S01598,view_product,2026-01-07T11:37:04Z,0
E0015542,S06809,visit,2026-02-23T11:18:14Z,0
E0026693,S11749,visit,2026-01-31T05:58:54Z,0
E0010664,S04666,view_product,2026-01-24T03:05:01Z,0
E0017989,S07887,visit,2026-02-19T02:23:53Z,0
E0006147,S02677,checkout,2026-02-12T20:33:23Z,0
E0003917,S01712,view_product,2026-01-23T18:30:43Z,0
E0019686,S08655,view_product,2026-02-20T08:56:26Z,0
E0016793,S07349,visit,2026-02-18T03:48:50Z,0
E0025432,S11174,checkout,2026-03-29T21:49:27Z,0
E0019382,S08523,visit,2026-02-24T05:01:10Z,0
E0012688,S05550,view_product,2026-02-23T07:55:47Z,0
E0024997,S10979,view_product,2026-01-17T21:22:25Z,0
E0018627,S08169,visit,2026-03-30T15:24:23Z,0
E0014456,S06334,view_product,2026-02-07T22:08:30Z,0
E0005283,S02310,checkout,2026-03-30T02:31:02Z,0
E0019097,S08389,add_to_cart,2026-03-14T11:07:52Z,0
E0022597,S09918,purchase,2026-01-05T06:22:43Z,25
E0019060,S08377,visit,2026-03-12T02:21:57Z,0
E0010385,S04538,view_product,2026-03-21T20:47:37Z,0
E0008549,S03740,visit,2026-01-16T14:17:03Z,0
E0009495,S04153,view_product,2026-03-07T11:38:12Z,0
E0025083,S11019,purchase,2026-03-28T20:12:43Z,75.25
E0001351,S00594,view_product,2026-02-10T17:43:37Z,0
E0008362,S03657,add_to_cart,2026-01-06T08:21:40Z,0
E0012749,S05581,visit,2026-01-20T12:43:39Z,0
E0005145,S02249,add_to_cart,2026-03-06T13:37:11Z,0
E0020307,S08933,visit,2026-02-15T01:47:33Z,0
E0022634,S09932,checkout,2026-02-03T15:45:41Z,0
E0003390,S01483,view_product,2026-02-20T08:28:39Z,0
E0025975,S11422,view_product,2026-03-13T10:05:07Z,0
E0013984,S06129,visit,2026-01-29T06:40:26Z,0
E0020164,S08868,visit,2026-02-28T02:38:10Z,0
E0018147,S07954,view_product,2026-01-31T23:20:21Z,0
E0025787,S11342,visit,2026-03-07T15:37:30Z,0
E0007911,S03450,visit,2026-03-26T15:24:59Z,0
E0003620,S01582,visit,2026-03-03T07:38:56Z,0
E0009745,S04252,view_product,2026-01-29T06:20:56Z,0
E0021413,S09400,view_product,2026-02-05T12:57:26Z,0
E0001289,S00567,visit,2026-03-15T12:32:15Z,0
E0016947,S07424,view_product,2026-02-03T08:20:57Z,0
E0001415,S00618,view_product,2026-01-13T18:59:55Z,0
E0015986,S07007,purchase,2026-01-05T03:58:38Z,173.09
E0002526,S01105,visit,2026-02-08T21:40:11Z,0
E0008091,S03535,visit,2026-03-14T13:53:18Z,0
E0003523,S01536,purchase,2026-03-28T15:35:44Z,100.23
E0017607,S07716,visit,2026-02-16T16:18:12Z,0
E0007269,S03171,visit,2026-02-13T06:05:17Z,0
E0006257,S02721,checkout,2026-03-23T11:01:09Z,0
E0021525,S09446,visit,2026-02-13T09:17:33Z,0
E0021358,S09377,visit,2026-02-27T06:08:56Z,0
E0005891,S02569,visit,2026-02-14T06:48:08Z,0
E0008638,S03779,visit,2026-02-03T20:13:07Z,0
E0020501,S09013,view_product,2026-01-13T05:22:29Z,0
E0022295,S09786,checkout,2026-02-13T11:17:42Z,0
E0022937,S10071,view_product,2026-01-01T19:29:08Z,0
E0027196,S11957,purchase,2026-02-22T23:10:34Z,118.41
E0010701,S04683,checkout,2026-03-08T09:24:03Z,0
E0014523,S06357,add_to_cart,2026-03-20T12:54:12Z,0
E0025232,S11083,view_product,2026-03-11T02:01:18Z,0
E0016528,S07236,visit,2026-02-12T12:14:28Z,0
E0013024,S05701,view_product,2026-02-12T11:46:51Z,0
E0026095,S11480,view_product,2026-02-01T09:00:16Z,0
E0003582,S01561,view_product,2026-02-27T17:03:34Z,0
E0026883,S11823,add_to_cart,2026-03-08T19:54:02Z,0
E0020960,S09206,visit,2026-03-20T08:38:49Z,0
E0011054,S04830,add_to_cart,2026-02-04T12:49:54Z,0
E0026304,S11569,view_product,2026-01-20T19:07:21Z,0
E0017400,S07618,view_product,2026-03-03T07:42:43Z,0
E0006194,S02696,visit,2026-01-19T00:31:46Z,0
E0018884,S08290,view_product,2026-01-12T10:37:49Z,0
E0021601,S09475,visit,2026-02-25T21:42:16Z,0
E0026613,S11710,view_product,2026-02-14T00:40:31Z,0
E0019875,S08735,visit,2026-01-24T08:57:40Z,0
E0021913,S09616,view_product,2026-03-02T13:37:41Z,0
E0002201,S00967,view_product,2026-02-23T08:20:35Z,0
E0011730,S05134,visit,2026-03-04T09:27:58Z,0
E0002165,S00950,view_product,2026-01-05T17:47:11Z,0
E0009193,S04019,view_product,2026-01-19T02:17:05Z,0
E0017354,S07598,view_product,2026-03-16T06:45:07Z,0
E0023702,S10398,view_product,2026-02-16T15:34:46Z,0
E0019112,S08397,view_product,2026-02-26T07:41:09Z,0
E0013775,S06040,add_to_cart,2026-03-16T23:18:31Z,0
E0007485,S03259,view_product,2026-01-05T10:25:36Z,0
E0026783,S11789,add_to_cart,2026-01-31T15:05:02Z,0
E0019347,S08504,view_product,2026-03-09T05:57:57Z,0
E0005948,S02593,visit,2026-02-07T15:43:42Z,0
E0005473,S02387,visit,2026-02-01T00:30:27Z,0
E0026916,S11836,view_product,2026-03-31T06:56:11Z,0
E0010295,S04501,visit,2026-03-18T13:00:37Z,0
E0022853,S10031,view_product,2026-01-04T18:36:22Z,0
E0019471,S08567,add_to_cart,2026-03-25T05:38:10Z,0
E0022005,S09656,visit,2026-03-15T07:48:47Z,0
E0011237,S04910,visit,2026-03-08T13:18:00Z,0
E0001902,S00834,purchase,2026-03-09T12:19:20Z,140.84
E0019073,S08380,view_product,2026-01-07T18:20:55Z,0
E0008389,S03669,purchase,2026-02-17T17:10:56Z,31.16
E0002361,S01038,visit,2026-03-27T17:19:14Z,0
E0021207,S09314,purchase,2026-01-24T21:10:32Z,135.22
E0024895,S10935,view_product,2026-01-29T03:07:22Z,0
E0009508,S04156,add_to_cart,2026-01-06T07:41:14Z,0
E0000289,S00125,visit,2026-03-17T10:53:30Z,0
E0012913,S05652,view_product,2026-01-10T05:08:51Z,0
E0012265,S05359,visit,2026-02-08T19:18:23Z,0
E0012599,S05509,visit,2026-03-05T19:49:44Z,0
E0026288,S11563,view_product,2026-03-28T14:40:12Z,0
E0006661,S02903,visit,2026-02-07T05:11:31Z,0
E0024296,S10667,visit,2026-03-20T01:20:02Z,0
E0003896,S01702,view_product,2026-01-07T13:05:14Z,0
E0016328,S07153,checkout,2026-03-10T06:23:11Z,0
E0010479,S04578,view_product,2026-03-24T11:46:51Z,0
E0004163,S01813,add_to_cart,2026-02-07T17:55:56Z,0
E0020136,S08853,view_product,2026-02-02T20:41:51Z,0
E0019302,S08484,visit,2026-01-13T19:50:09Z,0
E0016785,S07345,visit,2026-02-15T21:10:26Z,0
E0020943,S09198,checkout,2026-02-18T09:50:52Z,0
E0019983,S08786,visit,2026-02-04T07:20:59Z,0
E0010022,S04381,visit,2026-02-16T06:49:52Z,0
E0011914,S05214,visit,2026-03-22T13:10:51Z,0
E0011659,S05101,visit,2026-03-18T01:16:57Z,0
E0004681,S02038,view_product,2026-01-11T19:53:38Z,0
E0011377,S04977,view_product,2026-02-21T17:09:23Z,0
E0013348,S05845,view_product,2026-03-13T18:07:16Z,0
E0017299,S07571,view_product,2026-03-06T17:57:58Z,0
E0002991,S01311,add_to_cart,2026-03-01T18:05:20Z,0
E0027083,S11907,checkout,2026-01-26T13:34:41Z,0
E0016581,S07262,view_product,2026-03-27T14:24:37Z,0
E0016008,S07016,view_product,2026-03-07T09:59:01Z,0
E0001226,S00536,visit,2026-02-25T10:04:24Z,0
E0007729,S03374,view_product,2026-02-26T13:48:37Z,0
E0021748,S09552,add_to_cart,2026-03-17T22:40:57Z,0
E0008150,S03563,visit,2026-02-11T12:32:49Z,0
E0001235,S00541,visit,2026-01-29T21:28:00Z,0
E0016674,S07299,visit,2026-02-14T21:45:24Z,0
E0022290,S09784,visit,2026-01-14T19:12:14Z,0
E0009893,S04328,view_product,2026-02-27T15:42:49Z,0
E0001909,S00838,view_product,2026-02-06T15:11:57Z,0
E0002562,S01120,view_product,2026-01-25T09:29:22Z,0
E0001623,S00713,visit,2026-01-20T06:55:31Z,0
E0007567,S03298,view_product,2026-03-26T14:52:23Z,0
E0004481,S01952,visit,2026-02-12T05:23:40Z,0
E0020405,S08974,view_product,2026-01-07T17:03:12Z,0
E0013474,S05909,visit,2026-02-14T03:03:10Z,0
E0012159,S05309,view_product,2026-02-06T03:47:25Z,0
E0024469,S10737,visit,2026-03-17T13:15:57Z,0
E0022574,S09909,visit,2026-03-22T12:05:47Z,0
E0016398,S07182,add_to_cart,2026-01-14T05:21:05Z,0
E0020582,S09047,view_product,2026-02-02T01:23:58Z,0
E0003302,S01446,visit,2026-03-20T03:55:25Z,0
E0019314,S08488,visit,2026-03-11T03:33:48Z,0
E0017083,S07478,view_product,2026-01-07T21:12:01Z,0
E0026906,S11832,visit,2026-01-22T06:40:42Z,0
E0009998,S04370,view_product,2026-02-07T07:52:24Z,0
E0006640,S02892,add_to_cart,2026-01-15T17:21:32Z,0
E0022600,S09919,add_to_cart,2026-02-12T00:43:20Z,0
E0026051,S11461,visit,2026-02-18T09:58:40Z,0
E0001968,S00866,add_to_cart,2026-03-27T22:00:58Z,0
E0005286,S02312,visit,2026-02-19T22:38:59Z,0
E0008526,S03728,visit,2026-03-07T03:35:24Z,0
E0021099,S09268,add_to_cart,2026-01-18T22:41:22Z,0
E0009316,S04072,checkout,2026-03-19T20:57:44Z,0
E0020299,S08930,visit,2026-01-08T15:38:31Z,0
E0008584,S03756,view_product,2026-03-19T20:00:42Z,0
E0026139,S11501,visit,2026-01-14T09:09:41Z,0
E0020637,S09072,visit,2026-02-11T03:42:31Z,0
E0018803,S08256,add_to_cart,2026-03-31T02:26:42Z,0
E0016996,S07443,visit,2026-03-01T20:24:55Z,0
E0010211,S04465,view_product,2026-01-26T23:08:55Z,0
E0020616,S09062,view_product,2026-02-14T08:53:59Z,0
E0004955,S02159,view_product,2026-02-14T14:40:35Z,0
E0002787,S01223,view_product,2026-03-16T03:55:21Z,0
E0023299,S10223,visit,2026-01-12T16:33:19Z,0
E0010723,S04693,view_product,2026-01-01T20:36:05Z,0
E0019497,S08577,view_product,2026-02-28T12:04:30Z,0
E0011016,S04811,view_product,2026-02-13T01:02:59Z,0
E0014657,S06416,add_to_cart,2026-01-23T12:46:02Z,0
E0008035,S03509,view_product,2026-03-04T11:12:21Z,0
E0007223,S03153,visit,2026-01-05T02:57:36Z,0
E0013187,S05771,view_product,2026-01-04T11:06:54Z,0
E0004316,S01877,view_product,2026-01-18T10:46:00Z,0
E0012786,S05597,add_to_cart,2026-03-20T15:22:36Z,0
E0017410,S07623,visit,2026-02-17T17:14:04Z,0
E0010271,S04493,view_product,2026-02-12T21:12:39Z,0
E0024961,S10967,visit,2026-02-14T13:41:38Z,0
E0017172,S07522,add_to_cart,2026-02-06T09:20:31Z,0
E0007301,S03184,visit,2026-03-09T07:00:45Z,0
E0019499,S08577,checkout,2026-02-28T12:06:07Z,0
E0020020,S08801,view_product,2026-03-02T08:26:07Z,0
E0016598,S07267,view_product,2026-03-28T16:47:49Z,0
E0021321,S09362,view_product,2026-01-27T09:00:12Z,0
E0004045,S01765,visit,2026-01-07T08:41:40Z,0
E0020184,S08879,visit,2026-03-09T17:35:49Z,0
E0011108,S04851,visit,2026-03-26T02:26:35Z,0
E0020671,S09085,view_product,2026-01-09T08:19:44Z,0
E0013395,S05868,add_to_cart,2026-01-25T00:27:55Z,0
E0007930,S03459,visit,2026-03-08T22:37:36Z,0
E0017161,S07516,view_product,2026-02-04T07:00:43Z,0
E0013632,S05978,visit,2026-02-16T22:27:30Z,0
E0026796,S11793,checkout,2026-02-11T13:25:39Z,0
E0002676,S01173,visit,2026-01-16T06:23:53Z,0
E0016701,S07309,view_product,2026-02-17T21:26:01Z,0
E0002923,S01279,visit,2026-03-15T14:10:05Z,0
E0026594,S11701,view_product,2026-03-30T15:25:45Z,0
E0007918,S03452,purchase,2026-01-25T22:16:59Z,87.94
E0009590,S04187,visit,2026-02-28T14:47:26Z,0
E0007252,S03166,view_product,2026-03-25T03:15:40Z,0
E0008804,S03851,visit,2026-03-15T06:02:54Z,0
E0004206,S01836,add_to_cart,2026-03-11T06:01:42Z,0
E0024880,S10928,view_product,2026-02-26T18:51:27Z,0
E0006539,S02848,view_product,2026-03-21T09:26:45Z,0
E0000300,S00129,visit,2026-03-22T01:26:07Z,0
E0009881,S04322,view_product,2026-02-27T22:51:54Z,0
E0012409,S05425,view_product,2026-01-22T06:34:43Z,0
E0004173,S01818,view_product,2026-02-21T07:27:58Z,0
E0019166,S08425,view_product,2026-03-27T01:30:28Z,0
E0002845,S01247,visit,2026-01-21T01:05:56Z,0
E0005700,S02489,checkout,2026-02-18T08:10:50Z,0
E0001760,S00772,visit,2026-02-07T07:23:43Z,0
E0004583,S01997,visit,2026-02-17T11:50:13Z,0
E0026098,S11482,visit,2026-02-13T19:22:50Z,0
E0023565,S10337,checkout,2026-01-30T02:48:14Z,0
E0016276,S07132,view_product,2026-01-30T18:40:01Z,0
E0019537,S08593,checkout,2026-01-31T21:35:02Z,0
E0020451,S08993,visit,2026-02-01T04:51:04Z,0
E0007812,S03411,add_to_cart,2026-01-30T00:10:33Z,0
E0010730,S04696,view_product,2026-03-22T11:07:13Z,0
E0006362,S02769,checkout,2026-02-12T03:40:55Z,0
E0003094,S01358,visit,2026-03-29T05:21:24Z,0
E0026876,S11821,add_to_cart,2026-03-14T07:58:10Z,0
E0006427,S02796,visit,2026-03-13T00:11:38Z,0
E0013636,S05980,visit,2026-02-28T16:49:17Z,0
E0009759,S04260,visit,2026-03-17T10:40:49Z,0
E0009693,S04230,visit,2026-01-28T18:19:47Z,0
E0026268,S11553,visit,2026-01-05T22:29:37Z,0
E0016180,S07090,visit,2026-01-18T18:16:30Z,0
E0011138,S04863,add_to_cart,2026-02-01T14:36:13Z,0
E0021240,S09327,visit,2026-02-25T04:44:15Z,0
E0027276,S11993,visit,2026-03-09T01:12:08Z,0
E0027257,S11984,view_product,2026-01-27T06:10:23Z,0
E0018743,S08226,visit,2026-01-27T20:01:08Z,0
E0011976,S05238,view_product,2026-01-04T01:55:33Z,0
E0009585,S04185,add_to_cart,2026-02-14T20:50:33Z,0
E0008183,S03576,visit,2026-02-21T23:02:47Z,0
E0004357,S01895,add_to_cart,2026-01-30T13:51:54Z,0
E0005374,S02346,view_product,2026-03-08T06:39:59Z,0
E0020593,S09053,visit,2026-03-30T08:31:54Z,0
E0017777,S07783,purchase,2026-03-16T21:08:36Z,145.44
E0019546,S08599,visit,2026-02-26T02:27:27Z,0
E0016355,S07166,view_product,2026-02-06T19:57:43Z,0
E0000828,S00363,add_to_cart,2026-01-18T04:32:42Z,0
E0015035,S06589,purchase,2026-01-22T14:23:07Z,157.53
E0011447,S05006,view_product,2026-03-13T11:49:34Z,0
E0019375,S08518,visit,2026-01-09T20:47:58Z,0
E0018052,S07915,purchase,2026-03-12T04:25:14Z,169.74
E0019156,S08420,visit,2026-01-23T09:42:32Z,0
E0020703,S09099,visit,2026-02-13T19:08:01Z,0
E0004240,S01850,visit,2026-02-19T19:37:30Z,0
E0016780,S07342,visit,2026-01-29T05:16:53Z,0
E0017340,S07593,visit,2026-03-11T05:22:49Z,0
E0008102,S03539,add_to_cart,2026-03-20T18:00:03Z,0
E0020182,S08878,visit,2026-02-18T18:48:41Z,0
E0017574,S07701,visit,2026-02-03T16:37:30Z,0
E0005428,S02367,view_product,2026-01-01T03:03:13Z,0
E0022187,S09742,view_product,2026-02-12T14:32:27Z,0
E0014681,S06429,visit,2026-02-12T10:02:29Z,0
E0021580,S09467,visit,2026-02-10T17:31:09Z,0
E0004327,S01882,add_to_cart,2026-02-28T20:06:11Z,0
E0025742,S11322,view_product,2026-01-17T15:52:26Z,0
E0005781,S02525,view_product,2026-03-02T23:12:18Z,0
E0009773,S04265,view_product,2026-01-31T16:08:22Z,0
E0007604,S03316,view_product,2026-02-15T01:05:05Z,0
E0015117,S06625,add_to_cart,2026-03-06T13:52:56Z,0
E0021692,S09526,view_product,2026-01-05T22:46:25Z,0
E0023815,S10445,visit,2026-02-02T03:12:41Z,0
E0021755,S09554,visit,2026-02-15T17:39:28Z,0
E0013290,S05816,visit,2026-03-14T12:15:03Z,0
E0006577,S02865,visit,2026-02-21T20:09:02Z,0
E0008334,S03645,purchase,2026-01-04T20:09:20Z,152.41
E0022891,S10050,visit,2026-02-27T21:48:45Z,0
E0020415,S08976,add_to_cart,2026-01-05T17:48:18Z,0
E0005950,S02594,visit,2026-03-09T17:11:19Z,0
E0009605,S04191,view_product,2026-02-21T20:00:11Z,0
E0012297,S05374,view_product,2026-03-21T22:42:40Z,0
E0017160,S07516,visit,2026-02-04T06:59:08Z,0
E0006368,S02771,view_product,2026-02-25T13:28:10Z,0
E0022065,S09685,view_product,2026-01-09T22:10:06Z,0
E0010849,S04744,add_to_cart,2026-01-08T22:33:26Z,0
E0007302,S03184,view_product,2026-03-09T07:00:55Z,0
E0012427,S05436,view_product,2026-01-06T10:43:04Z,0
E0010300,S04503,visit,2026-03-12T16:31:40Z,0
E0022017,S09662,view_product,2026-02-06T00:15:25Z,0
E0014433,S06325,view_product,2026-01-23T10:48:00Z,0
E0017513,S07671,view_product,2026-01-10T10:24:41Z,0
E0024468,S10736,visit,2026-01-20T18:39:16Z,0
E0004892,S02132,checkout,2026-02-25T21:53:04Z,0
E0014298,S06268,visit,2026-03-26T15:57:13Z,0
E0000998,S00439,view_product,2026-02-04T13:35:51Z,0
E0014662,S06420,visit,2026-02-13T02:25:32Z,0
E0001591,S00697,view_product,2026-01-09T10:42:06Z,0
E0024935,S10955,view_product,2026-03-07T08:16:02Z,0
E0009144,S03996,add_to_cart,2026-03-23T13:29:32Z,0
E0010411,S04553,view_product,2026-01-26T22:00:10Z,0
E0019841,S08719,visit,2026-01-16T17:41:37Z,0
E0016434,S07200,visit,2026-01-06T07:46:25Z,0
E0010362,S04528,checkout,2026-03-09T04:29:43Z,0
E0004093,S01785,view_product,2026-03-01T16:28:03Z,0
E0003189,S01398,visit,2026-03-06T11:22:05Z,0
E0021923,S09620,view_product,2026-01-28T18:47:50Z,0
E0007481,S03257,view_product,2026-01-10T03:58:57Z,0
E0005080,S02216,view_product,2026-02-17T16:09:18Z,0
E0016186,S07093,visit,2026-01-14T17:14:52Z,0
E0013436,S05892,visit,2026-01-30T02:11:14Z,0
E0019891,S08741,visit,2026-03-09T17:56:31Z,0
E0016090,S07050,visit,2026-02-06T17:07:05Z,0
E0001565,S00684,visit,2026-03-31T19:53:38Z,0
E0000514,S00221,visit,2026-03-08T10:20:30Z,0
E0021060,S09253,visit,2026-03-08T22:42:40Z,0
E0008510,S03719,view_product,2026-01-21T10:58:19Z,0
E0019786,S08697,visit,2026-03-09T18:20:55Z,0
E0014626,S06403,visit,2026-01-19T00:08:32Z,0
E0012515,S05474,visit,2026-02-17T02:27:59Z,0
E0021401,S09393,view_product,2026-02-06T12:53:56Z,0
E0014047,S06159,checkout,2026-03-08T08:35:38Z,0
E0008753,S03828,view_product,2026-02-16T11:32:59Z,0
E0020929,S09192,checkout,2026-02-14T07:14:30Z,0
E0013667,S05998,add_to_cart,2026-02-06T21:44:59Z,0
E0024749,S10861,purchase,2026-02-22T20:47:26Z,54.5
E0008639,S03779,view_product,2026-02-03T20:13:35Z,0
E0000594,S00255,visit,2026-01-18T18:21:28Z,0
E0022116,S09707,view_product,2026-03-16T09:59:44Z,0
E0012839,S05618,visit,2026-01-12T16:17:11Z,0
E0013372,S05856,view_product,2026-01-01T07:39:53Z,0
E0015382,S06735,checkout,2026-03-25T03:10:04Z,0
E0020712,S09101,add_to_cart,2026-01-26T22:58:24Z,0
E0007424,S03229,view_product,2026-03-18T22:50:31Z,0
E0017631,S07727,visit,2026-02-12T09:30:07Z,0
E0003723,S01629,view_product,2026-02-15T21:00:44Z,0
E0022313,S09795,visit,2026-01-16T03:07:28Z,0
E0022770,S09993,visit,2026-01-17T04:07:31Z,0
E0014592,S06388,add_to_cart,2026-01-15T19:59:16Z,0
E0025670,S11288,view_product,2026-02-21T09:14:28Z,0
E0009027,S03951,view_product,2026-01-23T22:37:22Z,0
E0006402,S02786,purchase,2026-03-05T12:26:03Z,139.93
E0008853,S03873,view_product,2026-01-06T03:54:13Z,0
E0023716,S10404,visit,2026-02-15T13:28:42Z,0
E0016338,S07159,visit,2026-02-05T09:23:58Z,0
E0016337,S07158,view_product,2026-01-18T19:00:48Z,0
E0011426,S04997,purchase,2026-03-05T00:51:19Z,139.42
E0026567,S11688,view_product,2026-01-12T01:54:53Z,0
E0015778,S06909,visit,2026-01-19T18:56:08Z,0
E0006879,S03002,visit,2026-03-06T01:13:46Z,0
E0009120,S03987,visit,2026-03-11T13:52:48Z,0
E0000147,S00061,visit,2026-03-27T19:20:16Z,0
E0017895,S07837,visit,2026-01-11T06:50:55Z,0
E0023291,S10220,visit,2026-02-19T08:25:33Z,0
E0026878,S11821,purchase,2026-03-14T08:01:17Z,161.55
E0003713,S01625,visit,2026-03-29T15:41:25Z,0
E0010111,S04424,visit,2026-01-16T16:27:32Z,0
E0013902,S06091,checkout,2026-03-05T15:39:02Z,0
E0012529,S05481,view_product,2026-01-27T15:35:26Z,0
E0024312,S10675,view_product,2026-03-22T03:27:32Z,0
E0000920,S00407,view_product,2026-01-23T06:27:22Z,0
E0019982,S08785,visit,2026-03-27T20:31:24Z,0
E0024373,S10699,view_product,2026-02-15T22:16:21Z,0
E0016141,S07070,visit,2026-03-28T10:51:43Z,0
E0024090,S10569,view_product,2026-03-25T19:18:59Z,0
E0016878,S07391,visit,2026-03-29T13:41:12Z,0
E0008230,S03595,visit,2026-02-12T13:37:13Z,0
E0015197,S06660,view_product,2026-01-13T18:18:34Z,0
E0012841,S05619,visit,2026-03-20T11:03:33Z,0
E0009393,S04117,view_product,2026-03-01T09:23:56Z,0
E0008492,S03712,visit,2026-01-29T15:01:19Z,0
E0001979,S00870,visit,2026-01-16T13:58:03Z,0
E0002246,S00989,add_to_cart,2026-02-23T01:51:01Z,0
E0023413,S10271,view_product,2026-03-19T05:18:17Z,0
E0003028,S01330,visit,2026-02-18T09:49:37Z,0
E0000718,S00312,visit,2026-02-01T20:49:27Z,0
